,ICL Prompt,ZSL Prompt,Answer
21,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Sun to buy remote-management firm Sun Microsystems has signed a deal to acquire SevenSpace, a company whose technology is expected to expand Sun #39;s remote-management services beyond what #39;s possible with the computing giant #39;s own equipment.
Category: Technology
News: Owen gives Sven backing Michael Owen today insisted that Sven-Goran Eriksson has the full backing of the England squad and warned that the coach should not be underestimated. 
Category: Sports
News: Hammer time Bonds belts 2 HRs as Aaron watches Giants win Atlanta -- Hammerin #39; Hank Aaron was at the game. Boomin #39; Barry Bonds was on his game. In the homers hub of the universe, the residence of the all-time champ, the past and future came together Sunday night 
Category: Sports
News: Don #39;t let life fade to black The movie version of the popular children #39;s book, The Polar Express, steamed into theaters earlier this month, and kids are once again becoming entranced by the magic of the Arctic.
Category: Technology
News: Some 20,000 protest in Cologne against violence in the name of Islam (AFP) AFP - Some 20,000 people took to the streets in the western German city of Cologne, waving German and Turkish flags, to protest against the use of violence in the name of Islam.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Some 20,000 protest in Cologne against violence in the name of Islam (AFP) AFP - Some 20,000 people took to the streets in the western German city of Cologne, waving German and Turkish flags, to protest against the use of violence in the name of Islam.
Category:",World
22,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: CA shareholders back management over bonuses issue Computer Associates International Inc. (CA) avoided a revolt at its annual meeting on Wednesday, when shareholders voted down a proposal requesting that the company #39;s board adopt a policy of revoking executive 
Category: Technology
News: Fed Raises Interest Rate to 2.25 Percent The Federal Reserve pushed US interest rates up by a modest quarter-percentage point on Tuesday and expressed confidence that inflation could be kept at bay by slowly lifting credit costs from rock-bottom levels.
Category: Business
News: Product Previews (InfoWorld) InfoWorld - Adobe unveils Acrobat 7.0\Adobe Systems has launched Version 7.0 of its Acrobat family of desktop applications. Enhancements to the software allow users to leverage Acrobat 7.0 and Adobe PDF for processes such as assembling documents from multiple sources, creating forms, and secure collaboration. Acrobat 7.0 tightens integration with Adobe LiveCycle software for connecting document services with businesses processes. The integration allows Acrobat 7.0 Professional users to create XML and PDF forms that can be integrated into back-end systems. Also announced was Adobe Reader 7.0 client software, which facilitates Reader users #8217; participation in document reviews and access to Yahoo Search functions. Acrobat 7.0 Professional is priced at  #36;449; existing users can upgrade for  #36;159. Acrobat 7.0 Standard is priced at  #36;299; upgrades are priced at  #36;99.\Acrobat 7.0, Adobe Systems
Category: Technology
News: White Sox deal Lee to Brewers for Podsednik Anaheim, CA (Sports Network) - The Milwaukee Brewers have acquired slugging outfielder Carlos Lee from the Chicago White Sox in exchange for speedy outfielder Scott Podsednik, pitcher Luis Vizcaino and a player to be named later.
Category: Sports
News: Iraqi Oil Ministry official killed in Baghdad BAGHDAD A senior Oil Ministry official was killed Wednesday by gunmen on his way to work, the ministry #39;s spokesman said. The official, Hussein Ali al-Fattal, director general of the ministry #39;s oil byproducts 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Iraqi Oil Ministry official killed in Baghdad BAGHDAD A senior Oil Ministry official was killed Wednesday by gunmen on his way to work, the ministry #39;s spokesman said. The official, Hussein Ali al-Fattal, director general of the ministry #39;s oil byproducts 
Category:",World
23,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: NK Denounces South Korean Foreign Minister #39;s UN Speech Astana - Seoul, September 29 KAZINFORM -- North Korea denounced South Korea #39;s renewed demand for the dismantlement of its nuclear weapons program through a multilateral forum, calling it  quot;an act of a thief wielding up a stick.
Category: World
News: Hewitt Hits Top Gear, Mauresmo Storms On  NEW YORK (Reuters) - Former champion Lleyton Hewitt  bristled, battled and eventually blossomed as he took another  step toward a second U.S. Open title with a second-round  victory over Moroccan Hicham Arazi on Friday.
Category: Sports
News: Delta expects net loss up to \$675M Delta Air Lines world headquarters in Atlanta is shown in this Sept. 8 file photo. In a filing with the Securities and Exchange Commission, the airline reported that it expects its quarterly report to be released 
Category: Business
News: Roddick Set to Link Up with Low-Key Coach  LONDON (Reuters) - World number two Andy Roddick is set to  hook up with his U.S. Davis Cup assistant coach after firing  Brad Gilbert at the weekend.
Category: Sports
News: Securing the gold in Athens Despite age-old Olympic truce known as the ekecheiria, or ""holding of hands,"" security experts aren't taking any chances.\
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Securing the gold in Athens Despite age-old Olympic truce known as the ekecheiria, or ""holding of hands,"" security experts aren't taking any chances.\
Category:",Technology
24,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Briefly: Microsoft boosts reporting tools roundup Plus: Circuit City picks up AT #38;T Net phone plan...Tech firms rally against copyright bill...Apple .Mac customers suffer e-mail glitches.
Category: Technology
News: J. Lewis Out Again Ravens running back Jamal Lewis will likely miss Sunday's game against the Cincinnati Bengals, a game that has playoff implications.
Category: Sports
News: Answers for those who take Vioxx An estimated 2 million Americans are taking the blockbuster pain reliever Vioxx, which is being withdrawn from the market because of concerns about heart attacks and strokes.
Category: Business
News: Uncertainty surrounds Myanmar prisoner release as families wait (AFP) AFP - Myanmar's planned release of nearly 4,000 prisoners appeared to have halted with no sign of any easing of restrictions around the nation's most famous detainee, democracy leader Aung San Suu Kyi.
Category: World
News: Els Takes 2-Shot Lead at American Express (AP) AP - His post-majors funk behind him, Ernie Els was back in his element Friday. Playing some of his best golf in the worst conditions, Els breezed through a wacky day of weather at the American Express Championship by starting with four straight birdies and finishing with an 8-under 64, giving him a two-shot lead and hope that he still has a lot to play for this year.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Els Takes 2-Shot Lead at American Express (AP) AP - His post-majors funk behind him, Ernie Els was back in his element Friday. Playing some of his best golf in the worst conditions, Els breezed through a wacky day of weather at the American Express Championship by starting with four straight birdies and finishing with an 8-under 64, giving him a two-shot lead and hope that he still has a lot to play for this year.
Category:",Sports
25,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: A Game Boy for \$200? A preview page at Walmart.com reveals expected pricing and availability for Nintendo's DS handheld game player.
Category: Technology
News: New Effort to Target Illegal Ivory Sales (AP) AP - The African elephant got a new line of defense against poachers Monday after a global wildlife conference approved measures aimed at wiping out the continent's illegal ivory trade.
Category: Technology
News: US Airways seeks court OK of wage and cost cuts US Airways (UAIRQ.OQ: Quote, Profile, Research) has asked a bankruptcy judge to approve temporary wage and other cost cuts from its unions, saying it only has enough cash to survive through January 2005.
Category: Business
News: Nikkei Falls by Midday, Techs Down  TOKYO (Reuters) - Tokyo's Nikkei stock average fell 0.29  percent by midday on Wednesday as investors took a breather  from the market's recent rises and sold shares of gainers such  as Sharp Corp. and other technology issues.
Category: Business
News: Babes in a Grown-up Toyland Are dolls, blocks and stuffed animals fading away in favor of electronic gadgets, and is childhood fading with them?
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Babes in a Grown-up Toyland Are dolls, blocks and stuffed animals fading away in favor of electronic gadgets, and is childhood fading with them?
Category:",Technology
26,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Pre-Budget Report Two years ago in his Pre-Budget Report, Gordon Brown bit the bullet and admitted that he had got his borrowing forecasts badly wrong, revising them sharply higher.
Category: Business
News: Earnings alert: Linux OS sales boost Novell Plus: Salesforce quarterly revenue rises...Write-downs widen DirecTV's loss...Time Warner net income slips...Cell phone unit shores up Verizon.
Category: Technology
News: Bryant Can Now Focus on Hoops, Business (AP) AP - Kobe Bryant can go on as a basketball superstar, but his squeaky-clean image is gone forever.
Category: Sports
News: N-capable Hatf-IV test-fired ISLAMABAD, Dec 8: Pakistan successfully test-fired Hatf-IV (Shaheen-I), a nuclear-capable medium-range surface-to-surface ballistic missile, it was officially announced here on Wednesday.
Category: World
News: Delta losses soar in fresh crisis Delta Air Lines makes a \$646m quarterly loss, increasing pressure on the airline as it attempts to ward off insolvency.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Delta losses soar in fresh crisis Delta Air Lines makes a \$646m quarterly loss, increasing pressure on the airline as it attempts to ward off insolvency.
Category:",Business
27,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Yukos seeks US bankruptcy refuge Russian oil giant Yukos files for bankruptcy protection in the US in a last ditch effort to stop the Kremlin auctioning its main production unit.
Category: Business
News: After email, its Chikka.coms instant messaging service for &lt;b&gt;...&lt;/b&gt; Three years after Manila-based Chikka.com launched its mobile instant messenger, Chikka is one of the most viewed and used electronic properties by Filipinos in the Philippines and all over the world, according to the companys chief operating officer 
Category: Technology
News: Nokia, Intel To Team On Symbian Smartphones Nokia and Intel said Tuesday they would work together to create smartphones based on the Symbian-based Series 60 platform. The Nokia-created Series 60 platform has as its core the Symbian OS.
Category: Technology
News: Police kill India #39;s most wanted bandit and was usually clad in military camouflage. He was known as the  quot;Jungle Cat quot; for his ability to. move and disappear in the forests of south India that were his home for decades.
Category: World
News: Tech's impact on sport success Sports science has allowed athletes to prepare for this Olympiad using technology beyond their predecessors' wildest dreams.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Tech's impact on sport success Sports science has allowed athletes to prepare for this Olympiad using technology beyond their predecessors' wildest dreams.
Category:",Technology
28,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: XBox Owner Sues Microsoft drusoicy writes  quot;Reuters is reporting that Sean Burke has filed suit against Microsoft because his XBox system stopped reading discs (games or otherwise) after less than one year of use.
Category: Technology
News: Interest rate is held at 4.75 Interest rates have been kept at 4.75 amid signs that five rises over the last year had finally put the brakes on house prices and consumer spending.
Category: Business
News: Oil Ends Lower Ahead of Long U.S. Weekend  NEW YORK (Reuters) - World oil prices eased on Friday, with  shortened trading hours in New York and London, as traders  squared positions ahead of a long U.S. weekend.
Category: Business
News: Cisco snags routing start-up Cisco systems announced on Thursday that it has finalized a definitive agreement to acquire privately held BCN Systems. Cisco had been an investor in the Santa Clara, Calif.
Category: Technology
News: Grand prix snag for Silverstone Jaguar may have gone to a good home, but as yet the British Grand Prix does not have one. On a remarkably good day for Formula One teams in trouble, with the sale of Jaguar going through to 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Grand prix snag for Silverstone Jaguar may have gone to a good home, but as yet the British Grand Prix does not have one. On a remarkably good day for Formula One teams in trouble, with the sale of Jaguar going through to 
Category:",Sports
29,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Militants attack BSF camp, two dead NEW DELHI, NOVEMBER 5: One militant and a jawan were killed and three security personnel injured when ultras made an abortive bid to storm a BSF camp at Sopore in Baramullah district of Jammu and Kashmir in the wee hours on Saturday.
Category: World
News: Pool of utter mix-ups Athens -- Thursday night at the pool featured a disqualification, then a reversal of the disqualification, then protests of the reversal of the disqualification. Not to mention some nationalistic innuendo, a judge with a language barrier he couldn #39;t ...
Category: Sports
News: ENGLAND v SOUTH AFRICA RATINGS JASON ROBINSON: The England captain boycotted the media all week but did his talking on the pitch as South Africa were comfortably dispatched.
Category: Sports
News: France rules Apple #39;s DRM denial not anti-competition The French government #39;s competition watchdog this week dismissed a complaint brought by VirginMega, which alleged Apple #39;s refusal to license FairPlay ran contrary to French anti-trust law.
Category: Technology
News: SuperSonics Clobber Kings 108-78 (AP) AP - Ray Allen scored 20 points and Rashard Lewis added 18, leading the surprising Seattle SuperSonics to their fourth consecutive victory, 108-78 over the Sacramento Kings on Wednesday night.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: SuperSonics Clobber Kings 108-78 (AP) AP - Ray Allen scored 20 points and Rashard Lewis added 18, leading the surprising Seattle SuperSonics to their fourth consecutive victory, 108-78 over the Sacramento Kings on Wednesday night.
Category:",Sports
30,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Stocks Lower After Greenspan Testimony Investors focused instead on uncertainty about the health of the economy, third-quarter earnings pre-announcements, and fiscal policy.
Category: Business
News: US consumer confidence dips again US consumer confidence hits a seven month low ahead of next week's presidential election.
Category: Business
News: EU Court Annuls EU100.8 Mln in Fines on German Banks (Update1) A European court struck down fines totaling 100.8 million euros (\$125 million) on HVB Group, Dresdner Bank AG and three German competitors for fixing European currency- conversion rates.
Category: World
News: Streaking Red Sox Flutter by Blue Jays 6-4 (AP) AP - Tim Wakefield pitched eight strong innings and the Boston Red Sox moved a season-high 15 games over .500 with a 6-4 win over the Toronto Blue Jays on Wednesday night.
Category: Sports
News: Bowe to Miss Fight Due to Shoulder Injury LOUISVILLE, Ky. Nov 25, 2004 - Former heavyweight champion Riddick Bowe will not fight Kenny Craven on Saturday because of a shoulder injury.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Bowe to Miss Fight Due to Shoulder Injury LOUISVILLE, Ky. Nov 25, 2004 - Former heavyweight champion Riddick Bowe will not fight Kenny Craven on Saturday because of a shoulder injury.
Category:",Sports
31,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Charges filed in connection with brawl Seven fans have now been charged along with five Indiana Pacers players in the Nov. 19 brawl at a Detroit Pistons NBA game. Players Ron Artest, Stephen Jackson, David Harrison and Anthony Johnson are charged with one count of assault and battery.
Category: Sports
News: Banned for having weapon MILWAUKEE Bucks forward Marcus Fizer was suspended for one game without pay by the NBA today after pleading guilty to unlawful possession of a weapon.
Category: Sports
News: Monaco down troubled PSG to go top PARIS: Monaco moved top of Ligue 1 after a late winner by striker Emmanuel Adebayor on Sunday sealed troubled Paris St Germains second consecutive home defeat.
Category: Sports
News: Violence Tackled at Online Gaming Parlors (AP) AP - Six days a week, teens crowd the Blue Screen Gaming cybercafe to hunt each other down with assault rifles inside virtual computer worlds. In these video game halls, nobody gets hurt. But real-life violence has flared around some of these businesses, prompting municipal crackdowns.
Category: Technology
News: CBO Projects \$442 Billion Federal Deficit WASHINGTON - The federal deficit will swell to a record \$422 billion this election year but fall short of even more dire forecasts, Congress' top budget analysts projected Tuesday in a report that became instant fodder for both political parties.    The nonpartisan Congressional Budget Office said the shortfall would shrink to \$348 billion next year - still the third worst ever in dollar terms...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: CBO Projects \$442 Billion Federal Deficit WASHINGTON - The federal deficit will swell to a record \$422 billion this election year but fall short of even more dire forecasts, Congress' top budget analysts projected Tuesday in a report that became instant fodder for both political parties.    The nonpartisan Congressional Budget Office said the shortfall would shrink to \$348 billion next year - still the third worst ever in dollar terms...
Category:",World
32,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Oil Prices Slide Despite Iraq Export Drop WASHINGTON (AP) -- Oil prices fell for a fifth consecutive day Thursday despite a sharp drop in Iraqi exports after pipelines were sabotaged -- evidence that the bull market may have lost some steam.
Category: Business
News: F1: Red Bull snaps up Jaguar Drink company Red Bull steps in to buy Jaguar hours before its closure deadline.
Category: World
News: Hard drive with 23,000 Social Security numbers disappears California State University officials believe the data was inadvertently thrown away, triggering a new state law requiring all people whose information was stolen to be notified.
Category: Technology
News: Samsung Q3 sales, profits show strong growth Its net income during the June to September period was 2.69tr won (1.2bn), 46 up on the same period a year earlier. During the period, which is Samsung Electronics #39; fiscal third quarter, the company said 
Category: Business
News: Halkia's Win Extraordinary, Says Pittman's Coach  ATHENS (Reuters) - Fani Halkia's victory in the Olympics  women's 400 meters hurdles was extraordinary but drug-related  questions about the Greek's performance are unfair, Australian  coach Phil King said Thursday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Halkia's Win Extraordinary, Says Pittman's Coach  ATHENS (Reuters) - Fani Halkia's victory in the Olympics  women's 400 meters hurdles was extraordinary but drug-related  questions about the Greek's performance are unfair, Australian  coach Phil King said Thursday.
Category:",Sports
33,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Baseball notebook: Leiter, Marlins close to a deal While the Mets brain trust huddled in organizational meetings at a Westchester County resort for a second consecutive day, left-hander Al Leiter appears close to accepting a contract offer from the Florida Marlins.
Category: Sports
News: Ecuador judges' lock-in protest Supreme Court judges in Ecuador lock themselves inside their offices in protest at a decision to sack them.
Category: World
News: Kane, Kung Share Safeway Classic Lead (AP) AP - Candie Kung and Lorie Kane overcame the wind and the rain  #151; and a rally by Annika Sorenstam  #151; to top the Safeway Classic leaderboard.
Category: Sports
News: Death demanded for South African  #39;mercenary #39; in E Guinea coup bid MALABO : The prosecutor in the case of South African alleged mercenary leader Nick du Toit, who has admitted a limited role in a coup bid in Equatorial Guinea, called for him to be sentenced to death.
Category: World
News: Markdowns, and Shoppers, Are Out Early This Season The National Retail Federation, a trade group in Washington, estimated that the Thanksgiving weekend accounted for \$22.8 billion in sales.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Markdowns, and Shoppers, Are Out Early This Season The National Retail Federation, a trade group in Washington, estimated that the Thanksgiving weekend accounted for \$22.8 billion in sales.
Category:",Business
34,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Austrians finish one-two in World Cup super-G, three Canadians in &lt;b&gt;...&lt;/b&gt; LAKE LOUISE, Alta. (CP) - The Austrian women claimed their first victory of the season, finishing one-two in the year #39;s opening World Cup super-giant slalom race Sunday, while three Canadians finished in the top 20.
Category: Sports
News: Modern mice use optical sensors, go wireless Buying a new mouse is kind of like buying a new toothbrush: you don #39;t realize you needed a new one until you actually make the switch and realize how bad the old one really was.
Category: Technology
News: Microsoft Previews Developer Tools Microsoft has previewed  quot;Whitehorse, quot; a set of visual design tools intended to support the design and validation of Web services-based applications.
Category: Technology
News: Volkswagen lays gauntlet at German union #39;s feet WOLFSBURG: Volkswagen challenged its workers with a tough wage plan yesterday ahead of talks seen as a gauge of their readiness to favour job security over pay rises, a swap that could make Europe #39;s biggest economy more competitive.
Category: World
News: US Sighs with Relief But Basketball Concerns Linger ATHENS (Reuters) - The United States men #39;s basketball team could breathe a sigh of relief on Wednesday after its first win but lingering concerns over a lack of outside shooting and team defense have coach Larry Brown scrambling for ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: US Sighs with Relief But Basketball Concerns Linger ATHENS (Reuters) - The United States men #39;s basketball team could breathe a sigh of relief on Wednesday after its first win but lingering concerns over a lack of outside shooting and team defense have coach Larry Brown scrambling for ...
Category:",Sports
35,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Thailand frees Muslims detained in protest NARATHIWAT, Thailand - Hundreds of Muslim men were freed in southern Thailand on Saturday after being detained last week in the wake of protests that left 85 dead and outraged Muslims worldwide.
Category: World
News: JPMorgan to Buy Stake in Highbridge Fund  NEW YORK (Reuters) - J.P. Morgan Chase   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.N target=/stocks/quickinfo/fullquote""&gt;JPM.N&lt;/A&gt; plans  to buy a majority stake in the hedge fund Highbridge Capital  Management, the companies said on Monday, a sign that Wall  Street is seeking a bigger role in the rapidly growing  hedge-fund industry.
Category: Business
News: Tech firms pitch new options plan NEW YORK (CNN/Money) - A band of tech companies will present an alternative method for valuing stock options that would provide lower expenses to the companies than legislation currently under review, according to a report published Tuesday.
Category: Technology
News: Asian Shares End Mixed; Tokyo Advances, Hong Kong Falls Asian stocks finished mixed Wednesday, with Tokyo shares advancing on a positive economic outlook but markets in Hong Kong and elsewhere falling on worries about record-high oil prices.
Category: Business
News: Insurgents Kill 4 National Guards in Baghdad, Margaret Hassan &lt;b&gt;...&lt;/b&gt; Iraqi officials say insurgents fired mortars at an Iraqi National Guard headquarters in al-Mushahida, north of Baghdad Tuesday. Iraq #39;s Defense Ministry says four National Guard soldiers were killed and as 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Insurgents Kill 4 National Guards in Baghdad, Margaret Hassan &lt;b&gt;...&lt;/b&gt; Iraqi officials say insurgents fired mortars at an Iraqi National Guard headquarters in al-Mushahida, north of Baghdad Tuesday. Iraq #39;s Defense Ministry says four National Guard soldiers were killed and as 
Category:",World
36,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: 63 are dead, 103 missing, feared lost in China mine BEIJING - The death toll in a coal-mine explosion in central China rose to 63 with 103 workers still missing, the government said today, as toxic fumes slowed rescuers from entering the pit.
Category: World
News: UN Envoy Says 10,000 Peacekeepers Needed for Sudan  UNITED NATIONS (Reuters) - The United Nations will  recommend up to 10,000 peacekeepers for Sudan if Khartoum and  southern rebels sign a landmark peace agreement to end a  21-year-old civil war, a senior U.N. envoy said on Tuesday.
Category: World
News: Tough loss for Storm as they struggle without Jackson She often wears an oval-shaped, blue-hued necklace with a fluttering fairy painted on the front. Storm forward Lauren Jackson said it was a gift from her mother, something to watch over Lauren while they were separated.
Category: Sports
News: Intel expands Centrino line with new Pentium M chip Intel has given its Centrino laptop package a speed boost with the release of a new, faster Pentium M processor. The Centrino package includes a Pentium M processors, a PC chipset and a wireless Lan chipset.
Category: Technology
News: Report: Iraqi Official's In-Law Abducted (AP) AP - Militants said Wednesday they had kidnapped the brother-in-law of Iraqi Defense Minister Hazem Shaalan and demanded he end all military operations in the holy city of Najaf, according to a video, Al-Jazeera television reported. The authenticity of the video could not immediately be verified.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Report: Iraqi Official's In-Law Abducted (AP) AP - Militants said Wednesday they had kidnapped the brother-in-law of Iraqi Defense Minister Hazem Shaalan and demanded he end all military operations in the holy city of Najaf, according to a video, Al-Jazeera television reported. The authenticity of the video could not immediately be verified.
Category:",World
37,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Spain without Helguera and Puyol for England friendly David Beckham expects to lead England against his Real Madrid clubmates at the Santiago Bernabeu Stadium on Wednesday, although he will not face two familiar faces on Spain #39;s lineup.
Category: Sports
News: U.S. Official Witnesses Sudan Attack (AP) AP - A U.S. aid chief got a firsthand look at the anger among Darfur's beleaguered population Friday, when residents of a refugee camp beat up a government worker who tried to stop them from complaining to the visiting diplomat.
Category: World
News: Canada to use PetroCan money for green technology OTTAWA - The Canadian government will devote some of the proceeds from its sale of its 19 percent stake in oil company Petro-Canada (PCA.
Category: Business
News: Rivals end phoney contest A cricket match is expected to break out this morning at the Oval, ending a week of tediously phoney contests and sparking the ICC Champions Trophy into belated life.
Category: Sports
News: U.S. Says Won't Bow to Demand of Kidnappers in Iraq  BAGHDAD (Reuters) - With time running out to save a British  hostage in Iraq, U.S. officials said on Wednesday they were not  about to free female Iraqi prisoners as demanded by an al Qaeda  ally whose group has already beheaded two Americans.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: U.S. Says Won't Bow to Demand of Kidnappers in Iraq  BAGHDAD (Reuters) - With time running out to save a British  hostage in Iraq, U.S. officials said on Wednesday they were not  about to free female Iraqi prisoners as demanded by an al Qaeda  ally whose group has already beheaded two Americans.
Category:",World
38,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: IBM Announces Dual-Core Support IBM next week will begin shipping the second generation of its rack-mounted dual processor servers based on Advanced Micro Devices #39; Opteron microprocessor.
Category: Technology
News: Kirkland company sued by Microsoft KIRKLAND -- A local company is one of several across the country targeted by Microsoft Corp. in a spate of copyright and trademark infringement lawsuits filed Monday.
Category: Technology
News: Italian carmaker revels on home course MONZA, Italy -- Brazilian Rubens Barrichello led a Ferrari 1-2 in the Italian Grand Prix on Sunday to trigger a homecoming party for the Formula One champions.
Category: Sports
News: Yahoo to Buy Musicmatch for \$160M in Cash Internet portal Yahoo Inc. said Tuesday that it agreed to buy Web-based digital music and software provider Musicmatch Inc. for \$160 million in cash, in a deal which will supplement the offerings of Launch, Yahoo #39;s digital music site.
Category: Technology
News: Boeing Expects Air Force Contract Boeing Co. still expects to receive a contract to build 100 refueling planes for the Air Force, chief executive Harry C. Stonecipher said Monday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Boeing Expects Air Force Contract Boeing Co. still expects to receive a contract to build 100 refueling planes for the Air Force, chief executive Harry C. Stonecipher said Monday.
Category:",Business
39,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Kidnappers Extend Deadline for French Hostages Militants holding two French journalists hostage in Iraq gave France another 24 hours on Monday to revoke its ban on Muslim headscarves in schools, Al Jazeera reported.
Category: World
News: Treasuries Edge Up on Soft Inflation Data (Reuters) Reuters - U.S. Treasuries built on early gains\on Monday after data showed U.S. inflation remained tame in\July and light summer trading combined with safe-haven buying\to move prices higher.
Category: Business
News: Tokyo Stocks Edge Lower, Dollar Down (AP) AP - Tokyo stocks edged lower Wednesday for the second straight day, led by export-dependent technology and automobile issues following Wall Street's overnight retreat. The U.S. dollar slid against the Japanese yen.
Category: World
News: Syria Begins Pulling Troops From Lebanon (AP) AP - Syria, under growing international pressure to end its longtime military presence in Lebanon, began pulling back more than 1,000 of its 20,000 troops on Tuesday, a senior Lebanese military official said.
Category: World
News: Vikings #39; Smith to begin four-game suspension Onterrio Smith, a key part of the Minnesota Vikings #39; 2-1 start, will miss the team #39;s next four games as he serves a suspension for violating the NFL #39;s substance abuse policy, the league announced Tuesday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Vikings #39; Smith to begin four-game suspension Onterrio Smith, a key part of the Minnesota Vikings #39; 2-1 start, will miss the team #39;s next four games as he serves a suspension for violating the NFL #39;s substance abuse policy, the league announced Tuesday.
Category:",Sports
40,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Report: NHL agent loses certification According to a report in the Ottawa Sun, an NHL agent has lost his certification for leaking information about a players #39; association website to a reporter from a Minnesota newspaper.
Category: Sports
News: Bodies of 49 Iraqi soldiers found The bodies of 49 Iraqi soldiers have been found shot dead Northeast of Baghdad, police and Iraqi National Guard officers said. They said 37 bodies had been recovered on Saturday and another 12 earlier on a 
Category: World
News: LeBron James scores 26 points as Cleveland beats the Bulls 97-74 LeBron James enjoys the Cleveland Cavaliers #39; teamwork even more than his individual accomplishments. One led to the other Saturday night as James scored 26 points to become the youngest player 
Category: Sports
News: Israel Boosts Security for Sharon, Others Israeli soldiers carry the coffin, wrapped by an Israeli flag, of 22-year-old Army Staff Sgt. Yair Turgeman during his funeral in Jerusalem, Wednesday Oct 20, 2004.
Category: World
News: IMF Group Fails to Reach Concensus on Debt Relief Program The 24 member policy making group of the International Monetary Fund met Saturday in Washington and failed to reach consensus on implementing a more generous debt relief program for the world #39;s poorest countries.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: IMF Group Fails to Reach Concensus on Debt Relief Program The 24 member policy making group of the International Monetary Fund met Saturday in Washington and failed to reach consensus on implementing a more generous debt relief program for the world #39;s poorest countries.
Category:",Business
41,"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Microsoft Cracks Down on Xbox Changes (AP) AP - In the days before Microsoft Corp. released the hotly anticipated Halo 2 video game for the Xbox game console, some gamers noticed a sudden spike in the number of people being kicked off the company's online game service. That was no coincidence.
Category: Technology
News: Fifteen African presidents pledge peace in Great Lakes (AFP) AFP - Fifteen African presidents and UN chief Kofi Annan signed a common declaration pledging to promote peace and security in the continent's volatile Great Lakes region.
Category: World
News: Area Job Growth Outpaces Nation's In percentage terms, Maryland, Virginia and the District saw much stronger levels of job creation in July than the nation as a whole.
Category: Business
News: DHL scraps Brussels growth plan Courier firm DHL is ditching plans to site its international hub in Brussels at a likely cost of 1,700 jobs by 2008. Negotiations with local and federal authorities over increasing the number of night flights have failed, the firm told BBC News Online.
Category: Business
News: Alison Williamson takes bronze to hit her Olympic target after 12 years Inspired by the magnificent surroundings of the Panathinaiko stadium and assisted by a gust of wind and a police siren, the British archer Alison Williamson ended her 12-year quest for an Olympic medal at the fourth attempt when she won bronze in the ...
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Alison Williamson takes bronze to hit her Olympic target after 12 years Inspired by the magnificent surroundings of the Panathinaiko stadium and assisted by a gust of wind and a police siren, the British archer Alison Williamson ended her 12-year quest for an Olympic medal at the fourth attempt when she won bronze in the ...
Category:",Sports
